TRACTID,LATITUDE,LONGITUDE,WALK,BIKE,TRANSIT,DRIVE,SHORTEST
4659,43.84912429,-79.27107011,21706,6760,13092,2503,3
4685,43.60338288,-79.65038041,17848,5467,5177,2576,3
4694,43.8150358,-79.33229851,16428,6179,4613,2272,3
4695,43.74992965,-79.6120088,17285,5863,4401,2642,3
4696,43.86453313,-79.41990717,18370,8242,5370,2601,3
4719,43.80282191,-79.17828154,20135,6487,5334,2522,3
4720,43.80232576,-79.31348141,16009,4864,3939,2305,3
4721,43.84626096,-79.50575542,19071,6595,4927,2936,3
4722,43.7407539,-79.61583462,17895,5990,5969,2471,3
4723,43.7996429,-79.57000919,19551,6575,13196,2803,3
4724,43.7888186,-79.60979144,19881,6731,5378,2877,3
4725,43.84333475,-79.28594314,20709,6483,12736,2509,3
4729,43.8816259,-79.27887999,24333,7297,4782,2795,3
4739,43.80313089,-79.22280429,18456,6018,5057,2510,3
4740,43.80401956,-79.21436526,19049,6143,4872,2474,3
4741,43.5959453,-79.62619016,16102,4975,4210,2385,3
4742,43.54795203,-79.66844299,21206,6651,6099,2545,3
4743,43.57218471,-79.68305798,21834,6601,5307,2879,3
4744,43.5834063,-79.67261587,19984,6083,5358,2658,3
4745,43.69683896,-79.78008881,28115,8694,5334,2964,3
4746,43.72495022,-79.73420981,25644,7925,5868,2857,3
4747,43.72224727,-79.70457867,22913,7911,4409,2956,3
4748,43.72726849,-79.70863143,23294,7746,4608,2930,3
4749,43.88094177,-79.95615564,44094,14164,200000,3916,3
4750,43.83231406,-80.02958065,49453,14974,200000,4017,3
4751,43.72634938,-79.77893853,28745,9540,9502,2950,3
4752,43.70899216,-79.79795469,29545,9249,6147,3159,3
4753,43.83546068,-79.11741609,23776,7366,5748,2749,3
4754,43.82786085,-79.03421022,29061,8949,12199,2921,3
4755,43.68556933,-79.41582971,2460,1140,1291,1259,1
4756,43.69026292,-79.42771551,3338,1458,1636,1414,3
4757,43.79646337,-79.46477856,13073,4842,4444,2516,3
4758,44.01040003,-79.48579566,30704,12155,7582,3621,3
4765,43.81138075,-79.27432031,18236,5564,4770,2587,3
4766,43.82279082,-79.4394059,15555,7053,4808,2685,3
4767,43.62248244,-79.61321482,14594,4467,3934,2373,3
4768,43.615137,-79.62096284,15233,4672,4077,2411,3
4769,43.60867914,-79.62810159,15885,4831,4209,2331,3
4770,43.579609,-79.66107387,19013,5819,5444,2686,3
4771,43.56894699,-79.67182505,19976,6110,4298,2786,3
4772,43.90168673,-80.11283793,56457,17753,16811,4519,3
4814,43.5959417,-79.65837174,18810,5696,5201,2681,3
4857,44.01952904,-80.06077552,57043,18531,200000,5140,3
4901,43.90800405,-80.12456147,56426,17803,16715,4624,3
4985,43.86192476,-79.45393422,18084,6827,11316,2750,3
4986,43.80376447,-79.46566589,13586,4908,4643,2591,3
4987,43.80083951,-79.47759304,13958,5013,4668,2522,3
4988,43.85102825,-79.38719891,18363,7134,10832,2448,3
4989,43.85509431,-79.4000684,18010,7427,12421,2505,3
4990,43.86797566,-79.43131302,18149,8353,4720,2780,3
4991,43.85959565,-79.43023475,17360,8438,4557,2710,3
5006,44.14725488,-79.86229415,57188,17413,18072,4983,3
5011,43.87720535,-79.29879738,23170,6935,4864,2689,3
5012,43.86842395,-79.29409771,22603,6958,3686,2591,3
5013,43.87974146,-79.35286582,22032,8270,7357,2572,3
5014,43.79807959,-79.43241007,12709,4805,3572,2725,3
5018,43.54405563,-79.63522499,19554,5833,7088,2191,3
5035,43.53358095,-79.65268197,21061,6242,5428,2348,3
5036,43.54874189,-79.6938215,22544,6786,6583,2784,3
5037,43.54336632,-79.70137096,23054,6923,6535,2757,3
5038,43.58745513,-79.77560313,27652,8732,3829,2940,3
5039,43.57183216,-79.77397698,27820,8589,4634,3047,3
5040,43.56445688,-79.7677947,27510,8463,12176,2948,3
5041,43.56225515,-79.75910115,26918,8269,11543,2924,3
5042,43.46168755,-79.69609247,27476,8319,13316,2639,3
5047,44.05381184,-79.43436185,35478,12038,9199,3207,3
5048,44.2408438,-79.45907194,50973,15903,10837,3916,3
5053,43.46158232,-79.73460574,29109,8621,15942,2951,3
5054,43.46946489,-79.72576483,28310,8533,15838,2966,3
5055,43.92466161,-80.08933404,53915,16955,12877,4436,3
5056,43.92284603,-80.12059806,56194,17772,16841,4692,3
5057,43.44019457,-79.72897699,30379,8916,16897,2873,3
5058,43.43379833,-79.7253962,30463,9100,16237,2819,3
5059,43.4738297,-79.68844131,26683,8012,13731,2635,3
5060,43.48280069,-79.67953791,25964,7810,16212,2531,3
5104,43.46992979,-79.69746379,27384,8130,12990,2636,3
5107,43.81456278,-79.13194846,21520,6864,10556,2644,3
5108,43.82651539,-79.14898762,23068,7410,200000,2836,3
5109,43.82807347,-79.13307928,23088,7402,6294,2790,3
5110,43.83632211,-79.12843262,23908,7593,5844,2764,3
5114,43.80468031,-79.42927642,13251,5013,3992,2847,3
5116,43.58931292,-79.70857556,22397,6802,6560,2889,3
5117,43.5796334,-79.6959437,22257,6674,5882,3022,3
5118,43.58420593,-79.68790363,21277,6374,5252,2874,3
5119,43.5893264,-79.68303384,20660,6242,8254,2775,3
5120,43.6073404,-79.68366099,20566,6406,8012,2752,3
5121,43.59769654,-79.6715164,19590,5999,7779,2724,3
5122,43.66335493,-79.71739247,24233,7965,7051,2661,3
5123,43.65813587,-79.7335181,24408,7948,5622,2759,3
5124,43.6512479,-79.72499404,24341,8091,7055,2698,3
5145,44.22005487,-79.4592236,49119,15362,10416,3875,3
5153,43.89227128,-79.73530762,32724,10263,6886,3816,3
5154,43.53276042,-79.71458459,24174,7367,8781,2764,3
5155,43.52164896,-79.70203648,24352,7659,5968,2646,3
5156,43.5236071,-79.69285006,23614,7442,5717,2584,3
5157,43.56763015,-79.73620262,24867,7718,5948,3082,3
5163,43.73313622,-79.806913,30586,9636,10028,3050,3
5175,43.5720335,-79.73042268,24284,7572,5365,3024,3
5178,43.58439404,-79.62904491,16861,5378,3297,2349,3
5182,43.8012984,-79.4412648,12880,4827,4135,2744,3
5183,43.80904438,-79.45333637,13466,4981,4100,2736,3
5184,43.81730726,-79.464817,14701,5357,5055,2579,3
5185,43.78302673,-79.61784188,19792,6648,5113,2769,3
5186,43.7908222,-79.63940714,21395,7147,7101,2828,3
5187,43.87290349,-79.38762148,20306,7580,11928,2507,3
5188,43.86698087,-79.40418181,18985,7741,11995,2627,3
5189,43.89997131,-79.42640223,21455,8816,6000,2757,3
5190,43.90152307,-79.43690606,21073,9047,5362,2956,3
5191,43.98545036,-79.48215607,28671,11811,7054,3428,3
5196,43.843164,-78.98798124,31550,9827,14191,3063,3
5197,43.86587597,-79.03432857,28838,8703,10136,2960,3
5198,43.85231714,-79.09986071,25901,8047,200000,3011,3
5199,44.1218071,-79.12446163,49720,16514,19547,4271,3
5200,44.09222795,-79.11142409,48766,16271,19931,4122,3
5201,43.85536465,-79.43910372,17221,8546,4740,2702,3
5202,43.85303962,-79.45186498,17225,6065,8076,2719,3
5203,43.86464192,-79.44118292,18087,8588,4733,2890,3
5213,44.2300255,-79.48907737,51565,16013,200000,4137,3
5214,43.86171125,-79.05296729,27961,8525,200000,2957,3
5283,44.10595501,-79.55762982,40896,12461,12762,3888,3
5284,44.10329299,-79.58485359,42992,12827,14394,3810,3
5285,44.16376901,-79.86310574,57936,17621,18463,4943,3
5300,43.84138256,-79.09717756,24805,7586,200000,2878,3
5301,43.84465709,-79.08421604,25308,7841,200000,2856,3
5311,43.70725996,-79.34043306,5873,2098,2346,1885,3
5312,43.70472065,-79.34517401,5792,2063,2312,1848,3
5313,43.71590545,-79.32926365,7104,2438,2634,1805,3
5314,43.70205577,-79.59080063,14797,4636,4712,2205,3
5353,43.66790719,-79.38725357,468,263,468,907,0
5354,43.6643358,-79.38925307,303,240,304,809,0
5355,43.82445137,-79.29118067,18855,5837,4822,2605,3
5356,43.81785862,-79.28825187,18317,5690,5368,2673,3
5357,43.64347358,-79.43470196,3365,1129,2651,1568,1
5358,43.65537545,-79.46606562,4410,1381,1156,1813,2
5359,43.65612681,-79.46262053,4192,1339,1349,1785,1
5360,43.71167585,-79.39547368,4403,1883,1990,1609,3
5361,43.70894254,-79.3946847,4166,1836,1752,1629,3
5362,43.74946608,-79.59102737,16151,5639,4548,2816,3
5365,43.75882291,-79.58498881,16408,5431,4296,2837,3
5385,43.70879018,-79.35286593,5506,1911,2769,1879,3
5400,43.82356385,-79.25876723,19695,6135,5213,2630,3
5401,43.82448133,-79.27624986,19369,5992,4967,2741,3
5402,43.81970012,-79.27859495,18801,5874,5101,2647,3
5403,43.82699658,-79.28117234,19431,6058,4759,2706,3
5404,43.70150934,-79.34109097,5777,2018,2152,1902,3
5405,43.77803793,-79.45176721,10970,4107,3105,2462,3
5406,43.77381491,-79.45278174,10697,4046,3144,2313,3
5407,43.70076316,-79.28422808,8133,2423,2492,2233,3
5408,43.69855012,-79.27979421,7986,2360,2367,2355,3
5410,43.39719092,-79.71196726,32191,9279,16011,2987,3
5439,43.74848372,-79.57926071,15705,5425,4449,2743,3
5463,43.79291841,-79.12954256,20795,6162,5709,2733,3
5464,43.76273114,-79.49866268,12891,4370,2797,2604,3
5465,43.76503035,-79.34630664,11047,4300,2974,2020,3
5466,43.75327323,-79.33923558,10925,4051,3582,1972,3
5467,43.7313508,-79.25387268,11264,3357,2836,2623,3
5468,43.7258672,-79.25128987,10965,3386,3367,2645,3
5480,43.76921063,-79.48647472,12428,4369,2775,2591,3
5481,43.82489732,-79.27383531,19377,6066,4866,2677,3
5518,43.91711432,-79.86598222,38388,12288,200000,4137,3
5526,43.40407342,-79.70482889,31456,9060,16187,2975,3
5536,43.6150616,-79.67723701,19623,6109,5438,2618,3
5537,43.6140493,-79.65219087,17790,5434,4790,2511,3
5538,43.60913376,-79.66070301,18505,5759,4962,2588,3
5539,43.65067613,-79.74382734,25046,8109,9737,2751,3
5540,43.67445192,-79.78063487,28196,8813,11270,3110,3
5547,43.74462717,-79.50376197,11887,3903,3497,2490,3
5548,43.7439115,-79.77900361,28753,9243,10797,2933,3
5549,43.66257524,-79.74631908,25483,8037,5585,2911,3
5550,43.66739328,-79.74102949,25163,7834,5025,2858,3
5554,43.95298714,-79.7954267,38730,12557,200000,4135,3
5555,43.65981573,-79.7578271,26242,8437,10402,2901,3
5556,43.65357529,-79.75190703,25643,8041,9737,2870,3
5571,43.73040254,-79.3361685,8160,2827,2830,1906,3
5572,43.76086906,-79.51521038,13594,4225,3319,2532,3
5573,43.7635961,-79.51189407,13433,4317,3316,2534,3
5574,43.79789378,-79.40702779,12454,5530,3601,2571,3
5575,43.7923227,-79.40649312,11909,5375,3340,2507,3
5576,43.80651549,-79.36084159,14547,5865,3986,2301,3
5577,43.80990988,-79.35283106,15218,6132,4078,2228,3
5578,43.74698809,-79.21503999,13978,4250,3439,2770,3
5592,43.72934171,-79.32693923,8475,3020,3044,1823,3
5593,43.77873877,-79.37961687,11597,4905,3821,2307,3
5594,43.77901758,-79.39826571,10903,4742,3246,2324,3
5595,43.77005626,-79.39538422,10089,4542,2997,2233,3
5596,43.74392063,-79.5111501,12318,3806,3749,2556,3
5604,43.74358854,-79.58826112,15584,5623,4011,2704,3
5605,43.68650878,-79.30689707,5750,1732,1820,2108,1
5606,43.68929782,-79.29685746,6335,1874,1804,2276,2
5607,43.67497605,-79.34072896,3779,1179,1639,1664,1
5608,43.6770531,-79.33486689,4055,1273,1594,1776,1
5609,43.73811284,-79.21214767,13577,4239,3470,2801,3
5610,43.73623488,-79.27478803,10891,3582,3028,2299,3
5611,43.73869526,-79.26786452,11508,3849,2932,2404,3
5615,43.72094279,-79.58171982,14629,4888,3917,2421,3
5616,43.72982368,-79.61067784,16953,5748,4588,2515,3
5617,43.73027197,-79.59505599,15758,5222,5564,2520,3
5618,43.69824698,-79.49816318,7976,2463,2886,2316,3
5619,43.69999079,-79.49140682,8007,2472,2925,2348,3
5637,43.73831689,-79.26238155,11887,3956,2928,2519,3
5638,43.73883932,-79.25497471,11970,3544,2885,2563,3
5639,43.7365623,-79.24283252,11928,3502,2900,2637,3
5640,43.79058917,-79.2050151,17717,5844,4555,2324,3
5641,43.78897133,-79.1979624,18114,5937,4504,2395,3
5642,43.79828125,-79.33087864,14828,5786,3950,2150,3
5643,43.79996984,-79.32330232,15346,5935,4214,2267,3
5694,43.86865305,-79.52594486,21893,7410,5172,2885,3
5695,43.86245517,-79.52346074,21248,7271,5152,2887,3
5705,43.68528212,-79.47042484,5880,1819,2294,1914,1
5706,43.68654743,-79.46537889,5810,1928,2307,1866,3
5707,43.64852579,-79.53155288,8643,2770,2292,2111,3
5708,43.64532175,-79.52862197,8527,2614,2071,2115,2
5709,43.71544239,-79.33393974,6888,2526,2421,1780,3
5714,43.77232932,-79.343867,11812,4765,3275,2078,3
5715,43.77141821,-79.33284138,13076,5103,4151,2064,3
